/home/yiwangchunyu/anaconda3/envs/dl/bin/python /home/yiwangchunyu/Nextcloud/FDU/课业/机器学习理论/projects/final/code/jiont/train.py
model saved, 0.438596,0.011930
Epoch: 0/300, train loss:0.950220, test loss:2.247387, train_acc=1732/2880=0.601389, test_acc=500/1140=0.438596, best_acc=0.438596, train_mae:0.144423, test_mae:0.011930
Epoch: 152/300, train loss:0.063031, test loss:1.067065, train_acc=2806/2880=0.974306, test_acc=847/1140=0.742982, best_acc=0.962281, train_mae:0.001445, test_mae:0.002787
Epoch: 153/300, train loss:0.058142, test loss:1.235437, train_acc=2823/2880=0.980208, test_acc=814/1140=0.714035, best_acc=0.962281, train_mae:0.001457, test_mae:0.001911
Epoch: 154/300, train loss:0.067097, test loss:1.690566, train_acc=2823/2880=0.980208, test_acc=735/1140=0.644737, best_acc=0.962281, train_mae:0.001493, test_mae:0.001871
Epoch: 155/300, train loss:0.061407, test loss:3.168016, train_acc=2819/2880=0.978819, test_acc=657/1140=0.576316, best_acc=0.962281, train_mae:0.001537, test_mae:0.006169
Epoch: 156/300, train loss:0.112800, test loss:0.538114, train_acc=2775/2880=0.963542, test_acc=943/1140=0.827193, best_acc=0.962281, train_mae:0.001587, test_mae:0.005509
Epoch: 157/300, train loss:0.104608, test loss:0.132690, train_acc=2769/2880=0.961458, test_acc=1090/1140=0.956140, best_acc=0.962281, train_mae:0.001518, test_mae:0.002864
Epoch: 158/300, train loss:0.108607, test loss:1.157323, train_acc=2761/2880=0.958681, test_acc=824/1140=0.722807, best_acc=0.962281, train_mae:0.001457, test_mae:0.001986
Epoch: 159/300, train loss:0.111090, test loss:2.942217, train_acc=2767/2880=0.960764, test_acc=641/1140=0.562281, best_acc=0.962281, train_mae:0.001511, test_mae:0.001702
Epoch: 160/300, train loss:0.138680, test loss:0.135024, train_acc=2725/2880=0.946181, test_acc=1087/1140=0.953509, best_acc=0.962281, train_mae:0.001446, test_mae:0.001676
Epoch: 161/300, train loss:0.088859, test loss:3.124426, train_acc=2790/2880=0.968750, test_acc=667/1140=0.585088, best_acc=0.962281, train_mae:0.001474, test_mae:0.001493
Epoch: 162/300, train loss:0.091872, test loss:0.594818, train_acc=2794/2880=0.970139, test_acc=945/1140=0.828947, best_acc=0.962281, train_mae:0.001555, test_mae:0.002857
Epoch: 163/300, train loss:0.063321, test loss:0.648231, train_acc=2813/2880=0.976736, test_acc=939/1140=0.823684, best_acc=0.962281, train_mae:0.001486, test_mae:0.001582
Epoch: 164/300, train loss:0.068577, test loss:0.558459, train_acc=2807/2880=0.974653, test_acc=951/1140=0.834211, best_acc=0.962281, train_mae:0.001445, test_mae:0.001628
Epoch: 165/300, train loss:0.051197, test loss:0.119270, train_acc=2829/2880=0.982292, test_acc=1082/1140=0.949123, best_acc=0.962281, train_mae:0.001445, test_mae:0.001409
Epoch: 166/300, train loss:0.056000, test loss:0.311550, train_acc=2828/2880=0.981944, test_acc=1030/1140=0.903509, best_acc=0.962281, train_mae:0.001476, test_mae:0.001662
Epoch: 167/300, train loss:0.056895, test loss:0.133185, train_acc=2818/2880=0.978472, test_acc=1085/1140=0.951754, best_acc=0.962281, train_mae:0.001463, test_mae:0.001505
Epoch: 168/300, train loss:0.061913, test loss:1.809685, train_acc=2813/2880=0.976736, test_acc=771/1140=0.676316, best_acc=0.962281, train_mae:0.001485, test_mae:0.002482
Epoch: 169/300, train loss:0.069579, test loss:0.150164, train_acc=2809/2880=0.975347, test_acc=1077/1140=0.944737, best_acc=0.962281, train_mae:0.001418, test_mae:0.001508
Epoch: 170/300, train loss:0.058312, test loss:0.205987, train_acc=2819/2880=0.978819, test_acc=1051/1140=0.921930, best_acc=0.962281, train_mae:0.001461, test_mae:0.001642
Epoch: 171/300, train loss:0.066923, test loss:2.044450, train_acc=2800/2880=0.972222, test_acc=746/1140=0.654386, best_acc=0.962281, train_mae:0.001536, test_mae:0.003399
Epoch: 172/300, train loss:0.056575, test loss:0.425949, train_acc=2826/2880=0.981250, test_acc=980/1140=0.859649, best_acc=0.962281, train_mae:0.001560, test_mae:0.002525
Epoch: 173/300, train loss:0.057077, test loss:0.126287, train_acc=2817/2880=0.978125, test_acc=1085/1140=0.951754, best_acc=0.962281, train_mae:0.001446, test_mae:0.001455
Epoch: 174/300, train loss:0.046192, test loss:0.185491, train_acc=2832/2880=0.983333, test_acc=1060/1140=0.929825, best_acc=0.962281, train_mae:0.001484, test_mae:0.001447
Epoch: 175/300, train loss:0.066582, test loss:0.365535, train_acc=2813/2880=0.976736, test_acc=1025/1140=0.899123, best_acc=0.962281, train_mae:0.001388, test_mae:0.001785
Epoch: 176/300, train loss:0.068920, test loss:0.574181, train_acc=2810/2880=0.975694, test_acc=927/1140=0.813158, best_acc=0.962281, train_mae:0.001461, test_mae:0.004669
Epoch: 177/300, train loss:0.048873, test loss:0.396989, train_acc=2831/2880=0.982986, test_acc=996/1140=0.873684, best_acc=0.962281, train_mae:0.001398, test_mae:0.002318
Epoch: 178/300, train loss:0.062338, test loss:2.887006, train_acc=2813/2880=0.976736, test_acc=682/1140=0.598246, best_acc=0.962281, train_mae:0.001395, test_mae:0.001794
Epoch: 179/300, train loss:0.039461, test loss:0.300098, train_acc=2842/2880=0.986806, test_acc=1027/1140=0.900877, best_acc=0.962281, train_mae:0.001431, test_mae:0.001434
Epoch: 180/300, train loss:0.068030, test loss:0.518506, train_acc=2811/2880=0.976042, test_acc=974/1140=0.854386, best_acc=0.962281, train_mae:0.001511, test_mae:0.001541
Epoch: 181/300, train loss:0.068895, test loss:2.415152, train_acc=2816/2880=0.977778, test_acc=696/1140=0.610526, best_acc=0.962281, train_mae:0.001526, test_mae:0.004526
Epoch: 182/300, train loss:0.059143, test loss:0.193909, train_acc=2822/2880=0.979861, test_acc=1068/1140=0.936842, best_acc=0.962281, train_mae:0.001524, test_mae:0.004917
Epoch: 183/300, train loss:0.051426, test loss:0.564284, train_acc=2822/2880=0.979861, test_acc=946/1140=0.829825, best_acc=0.962281, train_mae:0.001429, test_mae:0.002146
Epoch: 184/300, train loss:0.059950, test loss:0.259827, train_acc=2820/2880=0.979167, test_acc=1032/1140=0.905263, best_acc=0.962281, train_mae:0.001448, test_mae:0.001711
Epoch: 185/300, train loss:0.058129, test loss:0.761350, train_acc=2810/2880=0.975694, test_acc=901/1140=0.790351, best_acc=0.962281, train_mae:0.001525, test_mae:0.001538
Epoch: 186/300, train loss:0.046960, test loss:0.140732, train_acc=2829/2880=0.982292, test_acc=1082/1140=0.949123, best_acc=0.962281, train_mae:0.001586, test_mae:0.001551
Epoch: 187/300, train loss:0.053583, test loss:0.966264, train_acc=2821/2880=0.979514, test_acc=885/1140=0.776316, best_acc=0.962281, train_mae:0.001471, test_mae:0.003238
Epoch: 188/300, train loss:0.040797, test loss:0.528783, train_acc=2842/2880=0.986806, test_acc=967/1140=0.848246, best_acc=0.962281, train_mae:0.001406, test_mae:0.003027
Epoch: 189/300, train loss:0.053749, test loss:0.155173, train_acc=2824/2880=0.980556, test_acc=1086/1140=0.952632, best_acc=0.962281, train_mae:0.001463, test_mae:0.003825
Epoch: 190/300, train loss:0.046884, test loss:2.542268, train_acc=2830/2880=0.982639, test_acc=705/1140=0.618421, best_acc=0.962281, train_mae:0.001479, test_mae:0.004315
Epoch: 191/300, train loss:0.054694, test loss:0.098205, train_acc=2821/2880=0.979514, test_acc=1101/1140=0.965789, best_acc=0.965789, train_mae:0.001500, test_mae:0.001572
Epoch: 192/300, train loss:0.050595, test loss:0.609923, train_acc=2826/2880=0.981250, test_acc=961/1140=0.842982, best_acc=0.965789, train_mae:0.001443, test_mae:0.001518
Epoch: 193/300, train loss:0.050021, test loss:0.911513, train_acc=2836/2880=0.984722, test_acc=896/1140=0.785965, best_acc=0.965789, train_mae:0.001417, test_mae:0.001540
Epoch: 194/300, train loss:0.052736, test loss:0.177180, train_acc=2818/2880=0.978472, test_acc=1068/1140=0.936842, best_acc=0.965789, train_mae:0.001441, test_mae:0.001591
Epoch: 195/300, train loss:0.053844, test loss:0.634480, train_acc=2827/2880=0.981597, test_acc=951/1140=0.834211, best_acc=0.965789, train_mae:0.001397, test_mae:0.001532
Epoch: 196/300, train loss:0.046969, test loss:0.231786, train_acc=2830/2880=0.982639, test_acc=1052/1140=0.922807, best_acc=0.965789, train_mae:0.001385, test_mae:0.001557
Epoch: 197/300, train loss:0.041304, test loss:0.118788, train_acc=2838/2880=0.985417, test_acc=1095/1140=0.960526, best_acc=0.965789, train_mae:0.001393, test_mae:0.001836
Epoch: 198/300, train loss:0.039442, test loss:0.128543, train_acc=2844/2880=0.987500, test_acc=1091/1140=0.957018, best_acc=0.965789, train_mae:0.001400, test_mae:0.002082
Epoch: 199/300, train loss:0.046530, test loss:0.348691, train_acc=2829/2880=0.982292, test_acc=1018/1140=0.892982, best_acc=0.965789, train_mae:0.001342, test_mae:0.002092
Epoch: 200/300, train loss:0.055616, test loss:0.209708, train_acc=2818/2880=0.978472, test_acc=1059/1140=0.928947, best_acc=0.965789, train_mae:0.001320, test_mae:0.001870
Epoch: 201/300, train loss:0.041460, test loss:3.126627, train_acc=2841/2880=0.986458, test_acc=683/1140=0.599123, best_acc=0.965789, train_mae:0.001395, test_mae:0.001421
Epoch: 202/300, train loss:0.064018, test loss:0.239121, train_acc=2818/2880=0.978472, test_acc=1056/1140=0.926316, best_acc=0.965789, train_mae:0.001395, test_mae:0.001605
Epoch: 203/300, train loss:0.042575, test loss:1.468043, train_acc=2834/2880=0.984028, test_acc=804/1140=0.705263, best_acc=0.965789, train_mae:0.001362, test_mae:0.001778
Epoch: 204/300, train loss:0.071019, test loss:1.787875, train_acc=2812/2880=0.976389, test_acc=806/1140=0.707018, best_acc=0.965789, train_mae:0.001523, test_mae:0.001396
Epoch: 205/300, train loss:0.052862, test loss:0.254720, train_acc=2827/2880=0.981597, test_acc=1027/1140=0.900877, best_acc=0.965789, train_mae:0.001428, test_mae:0.001882
Epoch: 206/300, train loss:0.040994, test loss:0.136417, train_acc=2836/2880=0.984722, test_acc=1093/1140=0.958772, best_acc=0.965789, train_mae:0.001342, test_mae:0.001938
Epoch: 207/300, train loss:0.055998, test loss:0.364547, train_acc=2818/2880=0.978472, test_acc=1013/1140=0.888596, best_acc=0.965789, train_mae:0.001388, test_mae:0.001957
Epoch: 208/300, train loss:0.047014, test loss:0.295835, train_acc=2841/2880=0.986458, test_acc=1032/1140=0.905263, best_acc=0.965789, train_mae:0.001314, test_mae:0.002196
Epoch: 209/300, train loss:0.041448, test loss:0.881773, train_acc=2839/2880=0.985764, test_acc=891/1140=0.781579, best_acc=0.965789, train_mae:0.001327, test_mae:0.001554
Epoch: 210/300, train loss:0.029554, test loss:0.118152, train_acc=2848/2880=0.988889, test_acc=1088/1140=0.954386, best_acc=0.965789, train_mae:0.001352, test_mae:0.001870
Epoch: 211/300, train loss:0.048064, test loss:0.097962, train_acc=2832/2880=0.983333, test_acc=1106/1140=0.970175, best_acc=0.970175, train_mae:0.001350, test_mae:0.001472
Epoch: 212/300, train loss:0.051979, test loss:2.110279, train_acc=2829/2880=0.982292, test_acc=770/1140=0.675439, best_acc=0.970175, train_mae:0.001371, test_mae:0.001654
Epoch: 213/300, train loss:0.054044, test loss:0.885524, train_acc=2818/2880=0.978472, test_acc=918/1140=0.805263, best_acc=0.970175, train_mae:0.001309, test_mae:0.002480
Epoch: 214/300, train loss:0.052001, test loss:0.186792, train_acc=2826/2880=0.981250, test_acc=1067/1140=0.935965, best_acc=0.970175, train_mae:0.001391, test_mae:0.003523
Epoch: 215/300, train loss:0.043946, test loss:0.444617, train_acc=2836/2880=0.984722, test_acc=1013/1140=0.888596, best_acc=0.970175, train_mae:0.001393, test_mae:0.004236
Epoch: 216/300, train loss:0.036845, test loss:0.302940, train_acc=2840/2880=0.986111, test_acc=1043/1140=0.914912, best_acc=0.970175, train_mae:0.001431, test_mae:0.004015
Epoch: 217/300, train loss:0.049428, test loss:0.353281, train_acc=2828/2880=0.981944, test_acc=1025/1140=0.899123, best_acc=0.970175, train_mae:0.001384, test_mae:0.003351
Epoch: 218/300, train loss:0.046393, test loss:0.474066, train_acc=2835/2880=0.984375, test_acc=981/1140=0.860526, best_acc=0.970175, train_mae:0.001390, test_mae:0.003925
Epoch: 219/300, train loss:0.056054, test loss:3.154468, train_acc=2821/2880=0.979514, test_acc=694/1140=0.608772, best_acc=0.970175, train_mae:0.001488, test_mae:0.001538
Epoch: 220/300, train loss:0.071461, test loss:1.394915, train_acc=2815/2880=0.977431, test_acc=837/1140=0.734211, best_acc=0.970175, train_mae:0.001427, test_mae:0.003072
Epoch: 221/300, train loss:0.066683, test loss:3.981349, train_acc=2803/2880=0.973264, test_acc=652/1140=0.571930, best_acc=0.970175, train_mae:0.001374, test_mae:0.007921
Epoch: 222/300, train loss:0.057971, test loss:1.519907, train_acc=2822/2880=0.979861, test_acc=769/1140=0.674561, best_acc=0.970175, train_mae:0.001419, test_mae:0.002906
Epoch: 223/300, train loss:0.044335, test loss:0.583362, train_acc=2844/2880=0.987500, test_acc=982/1140=0.861404, best_acc=0.970175, train_mae:0.001543, test_mae:0.004081
Epoch: 224/300, train loss:0.047988, test loss:0.374421, train_acc=2830/2880=0.982639, test_acc=1006/1140=0.882456, best_acc=0.970175, train_mae:0.001447, test_mae:0.001497
Epoch: 225/300, train loss:0.037151, test loss:0.143133, train_acc=2842/2880=0.986806, test_acc=1078/1140=0.945614, best_acc=0.970175, train_mae:0.001326, test_mae:0.002051
Epoch: 226/300, train loss:0.043995, test loss:0.150145, train_acc=2837/2880=0.985069, test_acc=1087/1140=0.953509, best_acc=0.970175, train_mae:0.001311, test_mae:0.001937
Epoch: 227/300, train loss:0.041232, test loss:0.728521, train_acc=2835/2880=0.984375, test_acc=901/1140=0.790351, best_acc=0.970175, train_mae:0.001355, test_mae:0.001383
Epoch: 228/300, train loss:0.047641, test loss:4.067294, train_acc=2825/2880=0.980903, test_acc=673/1140=0.590351, best_acc=0.970175, train_mae:0.001441, test_mae:0.001602
Epoch: 229/300, train loss:0.052713, test loss:0.480308, train_acc=2829/2880=0.982292, test_acc=993/1140=0.871053, best_acc=0.970175, train_mae:0.001373, test_mae:0.003317
Epoch: 230/300, train loss:0.034439, test loss:0.474920, train_acc=2843/2880=0.987153, test_acc=1004/1140=0.880702, best_acc=0.970175, train_mae:0.001326, test_mae:0.002590
Epoch: 231/300, train loss:0.062874, test loss:4.018850, train_acc=2823/2880=0.980208, test_acc=706/1140=0.619298, best_acc=0.970175, train_mae:0.001524, test_mae:0.001343
Epoch: 232/300, train loss:0.050818, test loss:0.254697, train_acc=2827/2880=0.981597, test_acc=1046/1140=0.917544, best_acc=0.970175, train_mae:0.001475, test_mae:0.001554
Epoch: 233/300, train loss:0.049667, test loss:2.563329, train_acc=2828/2880=0.981944, test_acc=675/1140=0.592105, best_acc=0.970175, train_mae:0.001348, test_mae:0.001484
Epoch: 234/300, train loss:0.077906, test loss:2.295410, train_acc=2800/2880=0.972222, test_acc=743/1140=0.651754, best_acc=0.970175, train_mae:0.001331, test_mae:0.002067
Epoch: 235/300, train loss:0.073767, test loss:0.151834, train_acc=2808/2880=0.975000, test_acc=1080/1140=0.947368, best_acc=0.970175, train_mae:0.001353, test_mae:0.003259
Epoch: 236/300, train loss:0.050652, test loss:0.766998, train_acc=2825/2880=0.980903, test_acc=912/1140=0.800000, best_acc=0.970175, train_mae:0.001365, test_mae:0.003737
Epoch: 237/300, train loss:0.052574, test loss:0.568585, train_acc=2830/2880=0.982639, test_acc=946/1140=0.829825, best_acc=0.970175, train_mae:0.001466, test_mae:0.002929
Epoch: 238/300, train loss:0.044247, test loss:0.128511, train_acc=2838/2880=0.985417, test_acc=1094/1140=0.959649, best_acc=0.970175, train_mae:0.001391, test_mae:0.001407
Epoch: 239/300, train loss:0.041623, test loss:0.596404, train_acc=2845/2880=0.987847, test_acc=969/1140=0.850000, best_acc=0.970175, train_mae:0.001389, test_mae:0.002849
Epoch: 240/300, train loss:0.046767, test loss:1.527857, train_acc=2835/2880=0.984375, test_acc=809/1140=0.709649, best_acc=0.970175, train_mae:0.001381, test_mae:0.002819
Epoch: 241/300, train loss:0.038361, test loss:0.721139, train_acc=2840/2880=0.986111, test_acc=939/1140=0.823684, best_acc=0.970175, train_mae:0.001351, test_mae:0.001518
Epoch: 242/300, train loss:0.044512, test loss:0.352668, train_acc=2829/2880=0.982292, test_acc=1016/1140=0.891228, best_acc=0.970175, train_mae:0.001385, test_mae:0.001896
Epoch: 243/300, train loss:0.045766, test loss:3.985779, train_acc=2836/2880=0.984722, test_acc=682/1140=0.598246, best_acc=0.970175, train_mae:0.001386, test_mae:0.005340
Epoch: 244/300, train loss:0.049456, test loss:0.459924, train_acc=2838/2880=0.985417, test_acc=996/1140=0.873684, best_acc=0.970175, train_mae:0.001420, test_mae:0.002192
Epoch: 245/300, train loss:0.053464, test loss:2.054316, train_acc=2831/2880=0.982986, test_acc=772/1140=0.677193, best_acc=0.970175, train_mae:0.001378, test_mae:0.003444
Epoch: 246/300, train loss:0.051393, test loss:0.555439, train_acc=2823/2880=0.980208, test_acc=967/1140=0.848246, best_acc=0.970175, train_mae:0.001442, test_mae:0.001953
Epoch: 247/300, train loss:0.044239, test loss:0.256556, train_acc=2836/2880=0.984722, test_acc=1058/1140=0.928070, best_acc=0.970175, train_mae:0.001372, test_mae:0.003943
Epoch: 248/300, train loss:0.047743, test loss:2.078560, train_acc=2838/2880=0.985417, test_acc=800/1140=0.701754, best_acc=0.970175, train_mae:0.001513, test_mae:0.001758
Epoch: 249/300, train loss:0.050305, test loss:4.377826, train_acc=2826/2880=0.981250, test_acc=643/1140=0.564035, best_acc=0.970175, train_mae:0.001523, test_mae:0.001340
Epoch: 250/300, train loss:0.082797, test loss:0.583046, train_acc=2799/2880=0.971875, test_acc=965/1140=0.846491, best_acc=0.970175, train_mae:0.001506, test_mae:0.002947
Epoch: 251/300, train loss:0.054838, test loss:0.194008, train_acc=2818/2880=0.978472, test_acc=1057/1140=0.927193, best_acc=0.970175, train_mae:0.001669, test_mae:0.001510
Epoch: 252/300, train loss:0.051689, test loss:0.337873, train_acc=2817/2880=0.978125, test_acc=1024/1140=0.898246, best_acc=0.970175, train_mae:0.001605, test_mae:0.003339
Epoch: 253/300, train loss:0.031883, test loss:0.248251, train_acc=2847/2880=0.988542, test_acc=1058/1140=0.928070, best_acc=0.970175, train_mae:0.001470, test_mae:0.002317
Epoch: 254/300, train loss:0.035179, test loss:0.376429, train_acc=2845/2880=0.987847, test_acc=1007/1140=0.883333, best_acc=0.970175, train_mae:0.001429, test_mae:0.001598
Epoch: 255/300, train loss:0.035395, test loss:1.152520, train_acc=2852/2880=0.990278, test_acc=860/1140=0.754386, best_acc=0.970175, train_mae:0.001407, test_mae:0.001408
Epoch: 256/300, train loss:0.037427, test loss:0.746765, train_acc=2845/2880=0.987847, test_acc=920/1140=0.807018, best_acc=0.970175, train_mae:0.001379, test_mae:0.004005
Epoch: 257/300, train loss:0.031778, test loss:0.643551, train_acc=2845/2880=0.987847, test_acc=947/1140=0.830702, best_acc=0.970175, train_mae:0.001365, test_mae:0.003197
Epoch: 258/300, train loss:0.048135, test loss:0.370921, train_acc=2826/2880=0.981250, test_acc=1036/1140=0.908772, best_acc=0.970175, train_mae:0.001429, test_mae:0.003882
Epoch: 259/300, train loss:0.035205, test loss:0.392503, train_acc=2845/2880=0.987847, test_acc=1029/1140=0.902632, best_acc=0.970175, train_mae:0.001358, test_mae:0.001667
Epoch: 260/300, train loss:0.038809, test loss:1.346558, train_acc=2835/2880=0.984375, test_acc=829/1140=0.727193, best_acc=0.970175, train_mae:0.001377, test_mae:0.001531
Epoch: 261/300, train loss:0.060016, test loss:0.163997, train_acc=2816/2880=0.977778, test_acc=1074/1140=0.942105, best_acc=0.970175, train_mae:0.001380, test_mae:0.001491
Epoch: 262/300, train loss:0.050564, test loss:0.269268, train_acc=2827/2880=0.981597, test_acc=1041/1140=0.913158, best_acc=0.970175, train_mae:0.001346, test_mae:0.002557
Epoch: 263/300, train loss:0.034542, test loss:0.415165, train_acc=2844/2880=0.987500, test_acc=1014/1140=0.889474, best_acc=0.970175, train_mae:0.001397, test_mae:0.004109
Epoch: 264/300, train loss:0.031137, test loss:2.557417, train_acc=2844/2880=0.987500, test_acc=745/1140=0.653509, best_acc=0.970175, train_mae:0.001323, test_mae:0.001709
Epoch: 265/300, train loss:0.037011, test loss:0.158486, train_acc=2837/2880=0.985069, test_acc=1081/1140=0.948246, best_acc=0.970175, train_mae:0.001319, test_mae:0.002226
Epoch: 266/300, train loss:0.039344, test loss:5.664025, train_acc=2835/2880=0.984375, test_acc=659/1140=0.578070, best_acc=0.970175, train_mae:0.001326, test_mae:0.001874
Epoch: 267/300, train loss:0.041918, test loss:0.305577, train_acc=2835/2880=0.984375, test_acc=1038/1140=0.910526, best_acc=0.970175, train_mae:0.001401, test_mae:0.001407
Epoch: 268/300, train loss:0.046840, test loss:1.206496, train_acc=2834/2880=0.984028, test_acc=857/1140=0.751754, best_acc=0.970175, train_mae:0.001456, test_mae:0.004479
Epoch: 269/300, train loss:0.060285, test loss:0.943640, train_acc=2818/2880=0.978472, test_acc=913/1140=0.800877, best_acc=0.970175, train_mae:0.001432, test_mae:0.002282
Epoch: 270/300, train loss:0.042992, test loss:0.247997, train_acc=2833/2880=0.983681, test_acc=1059/1140=0.928947, best_acc=0.970175, train_mae:0.001401, test_mae:0.001497
Epoch: 271/300, train loss:0.058639, test loss:0.332141, train_acc=2822/2880=0.979861, test_acc=1026/1140=0.900000, best_acc=0.970175, train_mae:0.001421, test_mae:0.002487
Epoch: 272/300, train loss:0.057975, test loss:0.272898, train_acc=2829/2880=0.982292, test_acc=1048/1140=0.919298, best_acc=0.970175, train_mae:0.001461, test_mae:0.002011
Epoch: 273/300, train loss:0.040141, test loss:0.266372, train_acc=2836/2880=0.984722, test_acc=1045/1140=0.916667, best_acc=0.970175, train_mae:0.001397, test_mae:0.002340
Epoch: 274/300, train loss:0.035193, test loss:0.512960, train_acc=2845/2880=0.987847, test_acc=987/1140=0.865789, best_acc=0.970175, train_mae:0.001336, test_mae:0.001572
Epoch: 275/300, train loss:0.034504, test loss:0.397138, train_acc=2849/2880=0.989236, test_acc=1022/1140=0.896491, best_acc=0.970175, train_mae:0.001326, test_mae:0.002739
Epoch: 276/300, train loss:0.025648, test loss:0.130367, train_acc=2851/2880=0.989931, test_acc=1092/1140=0.957895, best_acc=0.970175, train_mae:0.001442, test_mae:0.001840
Epoch: 277/300, train loss:0.034994, test loss:0.433850, train_acc=2845/2880=0.987847, test_acc=1034/1140=0.907018, best_acc=0.970175, train_mae:0.001468, test_mae:0.002539
Epoch: 278/300, train loss:0.039798, test loss:0.525568, train_acc=2836/2880=0.984722, test_acc=984/1140=0.863158, best_acc=0.970175, train_mae:0.001415, test_mae:0.002243
Epoch: 279/300, train loss:0.030391, test loss:0.236646, train_acc=2851/2880=0.989931, test_acc=1055/1140=0.925439, best_acc=0.970175, train_mae:0.001389, test_mae:0.003148
Epoch: 280/300, train loss:0.026523, test loss:0.230131, train_acc=2853/2880=0.990625, test_acc=1065/1140=0.934211, best_acc=0.970175, train_mae:0.001447, test_mae:0.001917
Epoch: 281/300, train loss:0.039147, test loss:0.754612, train_acc=2842/2880=0.986806, test_acc=942/1140=0.826316, best_acc=0.970175, train_mae:0.001418, test_mae:0.002638
Epoch: 282/300, train loss:0.041266, test loss:0.350076, train_acc=2840/2880=0.986111, test_acc=1030/1140=0.903509, best_acc=0.970175, train_mae:0.001375, test_mae:0.003481
Epoch: 283/300, train loss:0.051641, test loss:1.988128, train_acc=2837/2880=0.985069, test_acc=753/1140=0.660526, best_acc=0.970175, train_mae:0.001339, test_mae:0.002185
Epoch: 284/300, train loss:0.033534, test loss:1.761150, train_acc=2844/2880=0.987500, test_acc=809/1140=0.709649, best_acc=0.970175, train_mae:0.001345, test_mae:0.003365
Epoch: 285/300, train loss:0.057452, test loss:1.001316, train_acc=2826/2880=0.981250, test_acc=917/1140=0.804386, best_acc=0.970175, train_mae:0.001365, test_mae:0.001442
Epoch: 286/300, train loss:0.041816, test loss:0.246085, train_acc=2838/2880=0.985417, test_acc=1045/1140=0.916667, best_acc=0.970175, train_mae:0.001457, test_mae:0.002048
Epoch: 287/300, train loss:0.075877, test loss:0.793730, train_acc=2811/2880=0.976042, test_acc=943/1140=0.827193, best_acc=0.970175, train_mae:0.001360, test_mae:0.003030
Epoch: 288/300, train loss:0.037333, test loss:2.830600, train_acc=2840/2880=0.986111, test_acc=718/1140=0.629825, best_acc=0.970175, train_mae:0.001365, test_mae:0.001878
Epoch: 289/300, train loss:0.095643, test loss:6.325873, train_acc=2789/2880=0.968403, test_acc=647/1140=0.567544, best_acc=0.970175, train_mae:0.001363, test_mae:0.006503
Epoch: 290/300, train loss:0.086655, test loss:0.771521, train_acc=2795/2880=0.970486, test_acc=855/1140=0.750000, best_acc=0.970175, train_mae:0.001491, test_mae:0.001736
Epoch: 291/300, train loss:0.054545, test loss:0.187807, train_acc=2824/2880=0.980556, test_acc=1066/1140=0.935088, best_acc=0.970175, train_mae:0.001471, test_mae:0.002545
Epoch: 292/300, train loss:0.043890, test loss:0.147833, train_acc=2834/2880=0.984028, test_acc=1083/1140=0.950000, best_acc=0.970175, train_mae:0.001411, test_mae:0.001443
Epoch: 293/300, train loss:0.043101, test loss:0.181776, train_acc=2831/2880=0.982986, test_acc=1074/1140=0.942105, best_acc=0.970175, train_mae:0.001320, test_mae:0.002548
Epoch: 294/300, train loss:0.041706, test loss:0.188461, train_acc=2839/2880=0.985764, test_acc=1073/1140=0.941228, best_acc=0.970175, train_mae:0.001356, test_mae:0.002263
Epoch: 295/300, train loss:0.040163, test loss:2.514947, train_acc=2839/2880=0.985764, test_acc=754/1140=0.661404, best_acc=0.970175, train_mae:0.001290, test_mae:0.001542
Epoch: 296/300, train loss:0.052583, test loss:0.198351, train_acc=2829/2880=0.982292, test_acc=1061/1140=0.930702, best_acc=0.970175, train_mae:0.001314, test_mae:0.001507
Epoch: 297/300, train loss:0.039297, test loss:1.755259, train_acc=2841/2880=0.986458, test_acc=772/1140=0.677193, best_acc=0.970175, train_mae:0.001253, test_mae:0.003325
Epoch: 298/300, train loss:0.031336, test loss:0.336907, train_acc=2851/2880=0.989931, test_acc=1045/1140=0.916667, best_acc=0.970175, train_mae:0.001311, test_mae:0.003766
Epoch: 299/300, train loss:0.022760, test loss:0.256046, train_acc=2862/2880=0.993750, test_acc=1056/1140=0.926316, best_acc=0.970175, train_mae:0.001316, test_mae:0.001934
The PostScript backend does not support transparency; partially transparent artists will be rendered opaque.
The PostScript backend does not support transparency; partially transparent artists will be rendered opaque.
The PostScript backend does not support transparency; partially transparent artists will be rendered opaque.
The PostScript backend does not support transparency; partially transparent artists will be rendered opaque.
The PostScript backend does not support transparency; partially transparent artists will be rendered opaque.
The PostScript backend does not support transparency; partially transparent artists will be rendered opaque.
The PostScript backend does not support transparency; partially transparent artists will be rendered opaque.
The PostScript backend does not support transparency; partially transparent artists will be rendered opaque.
finish, 0.970175,0.001451
0.962280701754386 0.0014509828

Process finished with exit code 0
